line_number,log_level,content_type,priority,manual_annotation_needed,original_log,category,message
7534,UNKNOWN,stack_exception,1,True,at org.gradle.launcher.exec.RunAsBuildOperationBuildActionExecutor.execute(RunAsBuildOperationBuildActionExecutor.java:63),stack_exception,7534
11382,ERROR,stack_exception,1,True,Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.,stack_exception,11382
18403,UNKNOWN,stack_exception,1,True,at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:257) ~[kafka-producer-sample:6.2.3],stack_exception,18403
7031,UNKNOWN,stack_exception,1,True,at org.gradle.internal.buildprocess.execution.SessionFailureReportingActionExecutor.execute(SessionFailureReportingActionExecutor.java:51),stack_exception,7031
20093,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:324) ~[spring-beans-6.1.6.jar:6.1.6],stack_exception,20093
5124,UNKNOWN,stack_exception,1,True,"2025-07-25T01:38:01.346325,java.io.FileNotFoundException: C:\Users\<redact>\AppData\Local\Temp\junit16096007991938761981\build\api\allclasses.html (The system cannot find the file specified),unknown,github_issue,spring-projects/spring-security,16683,Unable to build spring-security 5.7.12 from source,https://github.com/spring-projects/spring-security/issues/16683",stack_exception,5124
16858,UNKNOWN,stack_exception,1,True,at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.6.jar:6.1.6],stack_exception,16858
12571,UNKNOWN,stack_exception,1,True,at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140),stack_exception,12571
18651,UNKNOWN,stack_exception,1,True,at org.apache.kafka.common.config.ConfigDef.parse(ConfigDef.java:524),stack_exception,18651
7142,UNKNOWN,stack_exception,1,True,at net.sourceforge.htmlunit.corejs.javascript.Parser.bitXorExpr(Parser.java:2422),stack_exception,7142
19425,UNKNOWN,stack_exception,1,True,at org.apache.catalina.core.ContainerBase$StartChild.call(ContainerBase.java:1193) ~[tomcat-embed-core-10.1.36.jar:10.1.36],stack_exception,19425
4041,UNKNOWN,stack_exception,1,True,at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:89),stack_exception,4041
10824,UNKNOWN,stack_exception,1,True,at org.springframework.cglib.proxy.Enhancer.generate(Enhancer.java:575) ~[spring-core-6.2.6.jar:6.2.6],stack_exception,10824
13040,UNKNOWN,stack_exception,1,True,at org.springframework.security.core.annotation.UniqueSecurityAnnotationScanner.merge(UniqueSecurityAnnotationScanner.java:115) ~[spring-security-core-6.4.0-M4.jar:6.4.0-M4],stack_exception,13040
2203,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:337),stack_exception,2203
4618,UNKNOWN,stack_exception,1,True,at org.springframework.boot.context.properties.bind.Binder.lambda$bindDataObject$7(Binder.java:487),stack_exception,4618
22649,UNKNOWN,stack_exception,1,True,at org.springframework.boot.actuate.autoconfigure.security.servlet.EndpointRequest$AdditionalPathsEndpointRequestMatcher.lambda$2(EndpointRequest.java:405) ~[main/:na],stack_exception,22649
13034,UNKNOWN,stack_exception,1,True,at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190) ~[tomcat-embed-core-10.1.30.jar:10.1.30],stack_exception,13034
1159,ERROR,stack_exception,1,True,[ERROR] com.christdoes.notaris.web.rest.OrderResourceIT.createOrder -- Time elapsed: 0.022 s <<< FAILURE!,stack_exception,1159
9024,UNKNOWN,stack_exception,1,True,"2025-07-25T01:43:44.038652,""} catch (ex: Exception) {",stack_exception,9024
13044,UNKNOWN,stack_exception,1,True,at org.springframework.security.authorization.method.AbstractAuthorizationManagerRegistry.lambda$getManager$1(AbstractAuthorizationManagerRegistry.java:50) ~[spring-security-core-6.4.0-M4.jar:6.4.0-M4],stack_exception,13044
9260,ERROR,stack_exception,1,True,* @param errorMessage Detailed description of the error that occurred,stack_exception,9260
548,UNKNOWN,stack_exception,1,True,at org.springframework.aop.aspectj.MethodInvocationProceedingJoinPoint.proceed(MethodInvocationProceedingJoinPoint.java:89),stack_exception,548
4400,UNKNOWN,stack_exception,1,True,jhipster-registry-1  | 	at java.management/java.lang.management.ManagementFactory.getPlatformMXBean(Unknown Source),stack_exception,4400
1591,UNKNOWN,stack_exception,1,True,at com.christdoes.notaris.web.rest.UserProfileResourceIT.partialUpdateUserProfileWithPatch(UserProfileResourceIT.java:423),stack_exception,1591
21783,UNKNOWN,stack_exception,1,True,at com.sun.xml.bind.v2.runtime.unmarshaller.UnmarshallerImpl.unmarshal(UnmarshallerImpl.java:199),stack_exception,21783
21239,UNKNOWN,stack_exception,1,True,at org.junit.platform.engine.support.hierarchical.NodeTestTask.lambda$prepare$2(NodeTestTask.java:128) ~[junit-platform-engine-1.11.4.jar:1.11.4],stack_exception,21239
27791,UNKNOWN,stack_exception,1,True,at java.lang.ref.ReferenceQueue.remove0(java.base@21.0.4/ReferenceQueue.java:158),stack_exception,27791
14726,UNKNOWN,stack_exception,1,True,"2025-07-25T01:53:29.407940,""> java.lang.IllegalStateException: HttpSession is invalid",stack_exception,14726
16682,UNKNOWN,stack_exception,1,True,at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.6.jar:6.1.6],stack_exception,16682
13035,UNKNOWN,stack_exception,1,True,at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659) ~[tomcat-embed-core-10.1.30.jar:10.1.30],stack_exception,13035
10576,UNKNOWN,stack_exception,1,True,at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233) ~[spring-security-web-6.4.1.jar:6.4.1],stack_exception,10576
4121,UNKNOWN,stack_exception,1,True,at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.2.5-SNAPSHOT.jar:6.2.5-SNAPSHOT],stack_exception,4121
14160,UNKNOWN,stack_exception,1,True,at org.apache.commons.logging.LogFactory.getLog(LogFactory.java:67),stack_exception,14160
17448,UNKNOWN,stack_exception,1,True,"2025-07-25T00:38:26.086513,Thanks for the quick response and sorry to report an issue that is caused by my stupidity!,unknown,github_issue,spring-projects/spring-boot,44525,Spring boot 3.4.3 breaks flyway with Postgres,https://github.com/spring-projects/spring-boot/issues/44525",stack_exception,17448
20186,UNKNOWN,stack_exception,1,True,at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:146) ~[spring-boot-3.2.5.jar:3.2.5],stack_exception,20186
4825,UNKNOWN,stack_exception,1,True,"2025-07-25T01:37:58.495364,public SecurityFilterChain securityFilterChain(HttpSecurity http) throws Exception {,unknown,github_issue,spring-projects/spring-security,16685,Logging in with passkeys bypasses maximum session restriction,https://github.com/spring-projects/spring-security/issues/16685",stack_exception,4825
13706,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:199) ~[spring-beans-6.2.0-RC1.jar:6.2.0-RC1],stack_exception,13706
1749,UNKNOWN,stack_exception,1,True,"2025-07-25T01:29:29.341800,I would like to have I convenient way to set `org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider#hideUserNotFoundExceptions` to `false`. An application property or bean customizer would be great.,unknown,github_issue,spring-projects/spring-security,17209,Why isn't there a simple way to set `org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider#hideUserNotFoundExceptions` to `false`?,https://github.com/spring-projects/spring-security/issues/17209",stack_exception,1749
26395,UNKNOWN,stack_exception,1,True,at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30),stack_exception,26395
4109,UNKNOWN,stack_exception,1,True,at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:278) ~[spring-web-6.2.5-SNAPSHOT.jar:6.2.5-SNAPSHOT],stack_exception,4109
2187,UNKNOWN,stack_exception,1,True,at org.imtp.api.config.security.SecurityConfig__BeanDefinitions.lambda$getRefreshTokenAuthenticationFilterInstanceSupplier$8(SecurityConfig__BeanDefinitions.java:209),stack_exception,2187
21473,UNKNOWN,stack_exception,1,True,at com.intellij.rt.junit.IdeaTestRunner$Repeater$1.execute(IdeaTestRunner.java:38) ~[junit-rt.jar:na],stack_exception,21473
7458,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:318) ~[spring-beans-6.2.7.jar:6.2.7],stack_exception,7458
26970,UNKNOWN,stack_exception,1,True,at io.netty.util.concurrent.DefaultPromise.notifyListeners(DefaultPromise.java:492),stack_exception,26970
14371,UNKNOWN,stack_exception,1,True,at org.springframework.security.jackson2.SecurityJackson2Modules.addToModulesList(SecurityJackson2Modules.java:172),stack_exception,14371
21472,UNKNOWN,stack_exception,1,True,at com.intellij.junit5.JUnit5IdeaTestRunner.startRunnerWithArgs(JUnit5IdeaTestRunner.java:57) ~[junit5-rt.jar:na],stack_exception,21472
18822,UNKNOWN,stack_exception,1,True,*____________Mono.defer ⇢ at org.springframework.security.web.server.ObservationWebFilterChainDecorator$ObservationWebFilterChain.filter(ObservationWebFilterChainDecorator.java:152),stack_exception,18822
8288,UNKNOWN,stack_exception,1,True,at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107) ~[spring-jdbc-6.2.1.jar:6.2.1],stack_exception,8288
21877,UNKNOWN,stack_exception,1,True,at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116) ~[spring-web-6.1.6.jar:6.1.6],stack_exception,21877
19580,ERROR,stack_exception,1,True,"2025-07-25T02:01:48.962954,at org.springframework.security.authorization.method.ReactiveExpressionUtils.lambda$evaluate$0(ReactiveExpressionUtils.java:43),unknown,github_issue,spring-projects/spring-security,15209,hasAuthority and custom Mono<Boolean> method in @PreAuthorize leads to ConverterNotFoundException error,https://github.com/spring-projects/spring-security/issues/15209",stack_exception,19580
7048,UNKNOWN,stack_exception,1,True,at org.gradle.launcher.daemon.server.exec.LogAndCheckHealth.execute(LogAndCheckHealth.java:64),stack_exception,7048
7496,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:373) ~[spring-beans-6.2.7.jar:6.2.7],stack_exception,7496
20852,UNKNOWN,stack_exception,1,True,at org.springframework.security.web.access.AuthorizationManagerWebInvocationPrivilegeEvaluator.isAllowed(AuthorizationManagerWebInvocationPrivilegeEvaluator.java:57) ~[spring-security-web-5.8.13.jar:5.8.13],stack_exception,20852
17948,UNKNOWN,stack_exception,1,True,"at org.springframework.security.web.context.SupplierDeferredSecurityContext.get(SupplierDeferredSecurityContext.java:52)"",unknown,github_issue,spring-projects/spring-boot,44490,Issue in Redis Session Serialization after Upgrading from Spring Boot 3.3.3 to 3.4.3,https://github.com/spring-projects/spring-boot/issues/44490",stack_exception,17948
9438,ERROR,stack_exception,1,True,cause: DOMException [AbortError]: This operation was aborted,stack_exception,9438
9546,ERROR,stack_exception,1,True,2025-05-27T07:50:43.830+01:00 ERROR 22086 --- [client] [tor-http-nio-12] c.e.d.client.ClientExampleInitializer    : error:,stack_exception,9546
4801,UNKNOWN,stack_exception,1,True,public SecurityFilterChain securityFilterChain(HttpSecurity http) throws Exception {,stack_exception,4801
18563,UNKNOWN,stack_exception,1,True,at org.springframework.util.function.ThrowingConsumer$1.accept(ThrowingConsumer.java:86),stack_exception,18563
9758,UNKNOWN,stack_exception,1,True,at java.base/jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method),stack_exception,9758
13404,UNKNOWN,stack_exception,1,True,at org.springframework.security.web.ObservationFilterChainDecorator$ObservationFilter.wrapFilter(ObservationFilterChainDecorator.java:240) ~[spring-security-web-6.3.0.jar:6.3.0],stack_exception,13404
17325,UNKNOWN,stack_exception,1,True,at org.springframework.web.context.request.async.WebAsyncManager.lambda$startDeferredResultProcessing$6(WebAsyncManager.java:450),stack_exception,17325
1489,UNKNOWN,stack_exception,1,True,at feign.SynchronousMethodHandler.invoke(SynchronousMethodHandler.java:53),stack_exception,1489
21592,ERROR,stack_exception,1,True,"</parent>"",unknown,github_issue,spring-projects/spring-boot,44251,An error occurs sporadically after the project is started ：java.lang.IllegalStateException: Zip file closed,https://github.com/spring-projects/spring-boot/issues/44251",stack_exception,21592
23794,ERROR,stack_exception,1,True,"2025-07-25T00:47:43.998964,""@philwebb Thanks for the suggestion. I’ve already posted a question on Stack Overflow, and it’s currently in staging for review. However, after further investigation, it seems this issue is related to how Spring Boot handles multiple validation annotations. There’s no clear way or documentation to control the order of validation errors or prevent multiple messages for the same field. It would be great if there was official support or guidance on this."",unknown,github_issue,spring-projects/spring-boot,43979,Ensure Only the First Validation Error Per Field in Spring Boot with Multiple Constraints,https://github.com/spring-projects/spring-boot/issues/43979",stack_exception,23794
238,UNKNOWN,stack_exception,1,True,at org.gradle.api.internal.file.copy.CopySpecBackedCopyActionProcessingStream.process(CopySpecBackedCopyActionProcessingStream.java:42),stack_exception,238
558,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.SimpleInstantiationStrategy.lambda$instantiate$0(SimpleInstantiationStrategy.java:182),stack_exception,558
12500,UNKNOWN,stack_exception,1,True,at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140),stack_exception,12500
11204,UNKNOWN,stack_exception,1,True,"2025-07-25T00:24:39.304385,""Caused by: java.io.FileNotFoundException: class path resource [ssl/server.key] cannot be opened because it does not exist",stack_exception,11204
26707,UNKNOWN,stack_exception,1,True,"2025-07-25T00:54:17.944606,""If you process an app that has Thymleaf, but not `spring-web`, it fails as follows:"",unknown,github_issue,spring-projects/spring-boot,43598,BindableRuntimeHintsRegistrar should handle TypeNotPresentException,https://github.com/spring-projects/spring-boot/issues/43598",stack_exception,26707
22630,UNKNOWN,stack_exception,1,True,at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190) ~[tomcat-embed-core-10.1.34.jar:10.1.34],stack_exception,22630
1496,UNKNOWN,stack_exception,1,True,at org.springframework.test.web.reactive.server.JsonPathAssertions.value(JsonPathAssertions.java:151),stack_exception,1496
2907,ERROR,stack_exception,1,True,"2025-07-25T00:09:26.088995,""java.lang.IllegalStateException: Error processing condition on org.springframework.boot.autoconfigure.web.servlet.HttpEncodingAutoConfiguration.characterEncodingFilter",stack_exception,2907
17228,UNKNOWN,stack_exception,1,True,at io.netty.handler.codec.http.HttpClientCodec$Decoder.decode(HttpClientCodec.java:320),stack_exception,17228
24428,UNKNOWN,stack_exception,1,True,at org.springframework.beans.BeanUtils.instantiateClass(BeanUtils.java:223),stack_exception,24428
26959,UNKNOWN,stack_exception,1,True,at io.netty.resolver.dns.DnsResolveContext$2.operationComplete(DnsResolveContext.java:524),stack_exception,26959
11365,ERROR,stack_exception,1,True,"be a solution, or there may be a way to solve it that you hadn't considered."",unknown,github_issue,spring-projects/spring-boot,45307,Error in reading and converting attribute values in the YAML configuration file,https://github.com/spring-projects/spring-boot/issues/45307",stack_exception,11365
7043,UNKNOWN,stack_exception,1,True,at org.springframework.boot.docker.compose.lifecycle.DockerComposeLifecycleManager.getDockerCompose(DockerComposeLifecycleManager.java:156),stack_exception,7043
17808,UNKNOWN,stack_exception,1,True,} catch (IllegalArgumentException e) {,stack_exception,17808
22552,UNKNOWN,stack_exception,1,True,at org.springframework.security.web.ObservationFilterChainDecorator$VirtualFilterChain.doFilter(ObservationFilterChainDecorator.java:137) ~[spring-security-web-6.4.2.jar:6.4.2],stack_exception,22552
15152,UNKNOWN,stack_exception,1,True,at java.util.function.BiPredicate$$Lambda$163/0x00000001250fdfe0.test(Unknown Source:-1),stack_exception,15152
22397,UNKNOWN,stack_exception,1,True,at co.elastic.clients.elasticsearch.cluster.ElasticsearchClusterClient.health(ElasticsearchClusterClient.java:439),stack_exception,22397
17381,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:328) ~[spring-beans-6.2.3.jar:6.2.3],stack_exception,17381
10740,UNKNOWN,stack_exception,1,True,at org.springframework.boot.logging.log4j2.Log4J2LoggingSystem.loadConfiguration(Log4J2LoggingSystem.java:278),stack_exception,10740
19110,UNKNOWN,stack_exception,1,True,at reactor.core.publisher.MonoFlatMap$FlatMapMain.onComplete(MonoFlatMap.java:189) ~[reactor-core-3.6.6.jar:3.6.6],stack_exception,19110
3050,ERROR,stack_exception,1,True,"I am willing to provide a fix for this as well.  However, I don't know where in Spring Security to implement such a fix.  I know about `BearerTokenAuthenticationEntryPoint` where other bearer token related errors have their details added.  However, that doesn't feel right in this case because we aren't 100% guaranteed the intent of the request was to provide a bearer token (some other form of Authorization may be supported along with OAuth2 Resource Server)."",unknown,github_issue,spring-projects/spring-security,16977,Additional WWW-Authenticate Response Information,https://github.com/spring-projects/spring-security/issues/16977",stack_exception,3050
26658,UNKNOWN,stack_exception,1,True,"2025-07-25T00:54:17.642581,""Caused by: java.io.IOException: '/home/maniax/projects/am-hub/..data/keystpre.p12' is neither a file nor a directory",stack_exception,26658
17122,UNKNOWN,stack_exception,1,True,at org.springframework.data.redis.connection.lettuce.StandaloneConnectionProvider.getConnection(StandaloneConnectionProvider.java:112),stack_exception,17122
7469,UNKNOWN,stack_exception,1,True,at org.gradle.configuration.BuildOperationFiringProjectsPreparer$ConfigureBuild.run(BuildOperationFiringProjectsPreparer.java:52),stack_exception,7469
18680,UNKNOWN,stack_exception,1,True,at java.base@24/java.util.stream.ForEachOps$ForEachOp.evaluateSequential(ForEachOps.java:153),stack_exception,18680
23493,UNKNOWN,stack_exception,1,True,at org.springframework.boot.context.event.EventPublishingRunListener.environmentPrepared(EventPublishingRunListener.java:81),stack_exception,23493
19286,UNKNOWN,stack_exception,1,True,at org.apache.catalina.core.StandardHost.startInternal(StandardHost.java:772) ~[tomcat-embed-core-10.1.36.jar:10.1.36],stack_exception,19286
1485,UNKNOWN,stack_exception,1,True,at feign.InvocationContext.decode(InvocationContext.java:121),stack_exception,1485
17562,UNKNOWN,stack_exception,1,True,"The workaround is to move all `@ExceptionHandler` methods to an external `@ControllerAdvice` class, as those are not subject to the method security imposed by the class-level `@PreAuthorize` annotation. In Spring Security 6.2.4 this worked out of the box.",stack_exception,17562
7597,UNKNOWN,stack_exception,1,True,at net.sourceforge.htmlunit.corejs.javascript.Parser.function(Parser.java:845),stack_exception,7597
710,UNKNOWN,stack_exception,1,True,org.gradle.api.tasks.TaskExecutionException: Execution failed for task ':server:bootJar'.,stack_exception,710
11862,UNKNOWN,stack_exception,1,True,at org.gradle.internal.operations.DefaultBuildOperationRunner$1.execute(DefaultBuildOperationRunner.java:26),stack_exception,11862
18392,UNKNOWN,stack_exception,1,True,at org.springframework.kafka.core.DefaultKafkaProducerFactory.doCreateProducer(DefaultKafkaProducerFactory.java:793) ~[kafka-producer-sample:3.3.3],stack_exception,18392
19347,UNKNOWN,stack_exception,1,True,"2025-07-25T02:01:38.973844,> SecurityFilterChain managementOnlySecurityFilterChain(HttpSecurity http) throws Exception {,unknown,github_issue,spring-projects/spring-security,15220,Fail when any filter chain declared after an AnyRequestMatcher filter chain,https://github.com/spring-projects/spring-security/issues/15220",stack_exception,19347
7832,UNKNOWN,stack_exception,1,True,at org.gradle.tooling.internal.provider.continuous.ContinuousBuildActionExecutor.execute(ContinuousBuildActionExecutor.java:110),stack_exception,7832
527,UNKNOWN,stack_exception,1,True,SecurityFilterChain securityFilterChain(HttpSecurity http) throws Exception {,stack_exception,527
4823,UNKNOWN,stack_exception,1,True,at com.jhipster.demo.blog.BlogApp.main(BlogApp.java:70),stack_exception,4823
11041,UNKNOWN,stack_exception,1,True,at org.springframework.boot.SpringApplication.run(SpringApplication.java:1361) ~[spring-boot-3.4.0.jar:3.4.0],stack_exception,11041
16452,UNKNOWN,stack_exception,1,True,at java.base/jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43),stack_exception,16452
8177,UNKNOWN,stack_exception,1,True,at org.graalvm.nativeimage.builder/com.oracle.svm.core.thread.PlatformThreads.threadStartRoutine(PlatformThreads.java:896) ~[spring_boot.exe:na],stack_exception,8177
22627,UNKNOWN,stack_exception,1,True,at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:905) ~[tomcat-embed-core-10.1.34.jar:10.1.34],stack_exception,22627
17319,UNKNOWN,stack_exception,1,True,"java.lang.NullPointerException: Cannot invoke """"java.lang.Throwable.getMessage()"""" because the return value of """"org.springframework.core.NestedExceptionUtils.getMostSpecificCause(java.lang.Throwable)"""" is null",stack_exception,17319
2457,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.invokeInitMethods(AbstractAutowireCapableBeanFactory.java:1873),stack_exception,2457
22149,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1397) ~[spring-beans-6.1.16.jar:6.1.16],stack_exception,22149
212,UNKNOWN,stack_exception,1,True,at org.gradle.internal.operations.CurrentBuildOperationRef.with(CurrentBuildOperationRef.java:85),stack_exception,212
11466,UNKNOWN,stack_exception,1,True,at java.lang.ref.ReferenceQueue.remove(java.base@17.0.13/ReferenceQueue.java:155),stack_exception,11466
7647,UNKNOWN,stack_exception,1,True,at net.sourceforge.htmlunit.corejs.javascript.Parser.condExpr(Parser.java:2362),stack_exception,7647
7144,UNKNOWN,stack_exception,1,True,at net.sourceforge.htmlunit.corejs.javascript.Parser.andExpr(Parser.java:2404),stack_exception,7144
3617,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:489) ~[spring-beans-6.2.5.jar:6.2.5],stack_exception,3617
18848,ERROR,stack_exception,1,True,|_   Mono.onErrorResume ⇢ at org.springframework.web.server.handler.ExceptionHandlingWebHandler.handle(ExceptionHandlingWebHandler.java:85),stack_exception,18848
18319,UNKNOWN,stack_exception,1,True,at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:926) ~[spring-webmvc-6.1.8.jar:6.1.8],stack_exception,18319
8176,UNKNOWN,stack_exception,1,True,at java.base@21.0.4/java.lang.Thread.run(Thread.java:1583) ~[spring_boot.exe:na],stack_exception,8176
15168,UNKNOWN,stack_exception,1,True,at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:513),stack_exception,15168
8186,ERROR,stack_exception,1,True,create src/main/webapp/app/layouts/error/error.component.html,stack_exception,8186
26541,ERROR,stack_exception,1,True,"() -> log.error(""""Health indicator failed, details: {}"""", healthErrorLog)",stack_exception,26541
302,UNKNOWN,stack_exception,1,True,at org.gradle.internal.execution.steps.SkipUpToDateStep.execute(SkipUpToDateStep.java:53),stack_exception,302
18783,UNKNOWN,stack_exception,1,True,"2025-07-25T00:40:14.573934,factory.getContainerProperties().setAuthExceptionRetryInterval(Duration.ofMillis(4000L));,unknown,github_issue,spring-projects/spring-boot,44425,Externalization of authExceptionRetryInterval for listeners and other improvements,https://github.com/spring-projects/spring-boot/issues/44425",stack_exception,18783
15128,UNKNOWN,stack_exception,1,True,at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingleton(DefaultListableBeanFactory.java:1121),stack_exception,15128
13054,UNKNOWN,stack_exception,1,True,at org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:724) ~[spring-aop-6.2.0-RC1.jar:6.2.0-RC1],stack_exception,13054
11943,UNKNOWN,stack_exception,1,True,at org.gradle.internal.model.StateTransitionController.lambda$transitionIfNotPreviously$11(StateTransitionController.java:213),stack_exception,11943
21486,UNKNOWN,stack_exception,1,True,*________Mono.flatMap ⇢ at org.springframework.security.config.web.server.OidcBackChannelLogoutWebFilter.filter(OidcBackChannelLogoutWebFilter.java:90),stack_exception,21486
20616,UNKNOWN,stack_exception,1,True,at org.apache.catalina.core.StandardHostValve.custom(StandardHostValve.java:362),stack_exception,20616
4731,UNKNOWN,stack_exception,1,True,at org.springframework.boot.context.properties.bind.ValueObjectBinder.bind(ValueObjectBinder.java:86),stack_exception,4731
1630,UNKNOWN,stack_exception,1,True,Customizer<HttpSecurity> securityCustomizer) throws Exception {,stack_exception,1630
7392,UNKNOWN,stack_exception,1,True,"2025-07-25T00:16:41.611211,""After upgrading to Spring Boot 3.5.0 and using GraalVM 22.3+, the NullPointerException during native image build is resolved. Thanks for your help!"",unknown,github_issue,spring-projects/spring-boot,45791,NullPointerException during native image build when using @SpringBootApplication,https://github.com/spring-projects/spring-boot/issues/45791",stack_exception,7392
11175,UNKNOWN,stack_exception,1,True,SecurityFilterChain security(HttpSecurity http) throws Exception {,stack_exception,11175
21229,UNKNOWN,stack_exception,1,True,at org.junit.platform.engine.support.hierarchical.ThrowableCollector.execute(ThrowableCollector.java:73) ~[junit-platform-engine-1.11.4.jar:1.11.4],stack_exception,21229
28159,UNKNOWN,stack_exception,1,True,at jdk.internal.ref.CleanerImpl.run(java.base@21.0.5/CleanerImpl.java:140),stack_exception,28159
23005,UNKNOWN,stack_exception,1,True,at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52),stack_exception,23005
9081,ERROR,stack_exception,1,True,"2025-07-25T23:31:42.416183,<p>Errors that are thrown during <code>ApplicationRef.tick</code>,unknown,github_issue,jhipster/generator-jhipster,27943,build(deps): bump the angular group across 1 directory with 5 updates,https://github.com/jhipster/generator-jhipster/pull/27943",stack_exception,9081
18331,UNKNOWN,stack_exception,1,True,2025-02-27 13:04:09     at org.neo4j.memory.MachineMemory$1.getTotalPhysicalMemory(MachineMemory.java:45),stack_exception,18331
1495,UNKNOWN,stack_exception,1,True,at org.springframework.cache.interceptor.CacheInterceptor.invoke(CacheInterceptor.java:65),stack_exception,1495
16303,UNKNOWN,stack_exception,1,True,"2025-07-25T01:57:22.829255,import org.opensaml.core.xml.io.MarshallingException;,unknown,github_issue,spring-projects/spring-security,15490,""Getting marshall No marshaller available for {urn:oasis:names:tc:SAML:2.0:assertion}Issuer, child of {urn:oasis:names:tc:SAML:2.0:protocol}AuthnRequest"",https://github.com/spring-projects/spring-security/issues/15490",stack_exception,16303
21737,UNKNOWN,stack_exception,1,True,"2025-07-25T02:05:52.587015,* [HHH-17776] - java.lang.NullPointerException when subquery doesn't have from clause,unknown,github_issue,spring-projects/spring-security,14948,Bump org.hibernate.orm:hibernate-core from 6.4.4.Final to 6.4.5.Final,https://github.com/spring-projects/spring-security/pull/14948",stack_exception,21737
9828,UNKNOWN,stack_exception,1,True,at org.springframework.orm.jpa.AbstractEntityManagerFactoryBean.afterPropertiesSet(AbstractEntityManagerFactoryBean.java:400) ~[demo:6.2.7],stack_exception,9828
21466,UNKNOWN,stack_exception,1,True,at org.junit.platform.launcher.core.EngineExecutionOrchestrator.withInterceptedStreams(EngineExecutionOrchestrator.java:141) ~[junit-platform-launcher-1.11.4.jar:1.11.4],stack_exception,21466
3668,UNKNOWN,stack_exception,1,True,at java.base/java.util.HashMap.forEach(HashMap.java:1430) ~[na:na],stack_exception,3668
22838,UNKNOWN,stack_exception,1,True,at java.base/java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:179),stack_exception,22838
